0,Fields group,Management of the resource,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,,0
0,,,,,,,,,,,,,Text identity,,,,,,Related entities,,,Text typology,,,,Language(s) and script(s),,,,,,,,,,,,Physical form,,,,,,,Date of the text,,,,,Filiation,,,,,,,Rights,,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact(s),ID of the conglomerate artefact,ID of the monument,Text type 1,Text type 2,Text type 3,Text type 4,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Lines (observed),Lines (estimated),Lines per zone(s),Dimensions of text zone(s),Height of glyph,Width of glyph,Date CE,Date range CE,Date certainty,Date precision,Date evidence,Other instances,Type of filiation,Reissue date,Bibliographic references (primary),Bibliographic references (secondary),Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text edition,Identifier of the surrogate,Identifier of the digital image,Link to external repository of images,0
27,,INSTelugu00027,ARIE 1949-1950: 39 (appendix B/1949-1950COMMA No. 257),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00027,,,Turimella Inscription of Chalukya Vikramaditya; Year 2,,On a slab set up in front of the Pāpavināśēśvara temple at Turimella,ARTTelugu000025,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,Sanskrit,,,,,,,,,,12,12,,,,,657,,,,reign,,,,Narasimhaswami 1951-1952: 160-164 (EI XXIXCOMMA 21),ARIE 1949-1950: 39 (appendix B/1949-1950COMMA No. 257)$Sastri 1969: 293COMMA No. 18$Radha Krishna 1971: 17-18COMMA No. 22,,A picture is published in ARIE between pp. 38 and 39. Date according to EI.,DHARMA,CC-BY-SA,,,,27
28,,INSTelugu00028,ARIE 1921: 21 (appendix B/1920COMMA No. 364),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00028,,,,,On a stone lying in a field to the north-east of Dimmagudi,ARTTelugu000026,,,donative,,,,Telugu,,,,,,,,,,,,,12,13,,,,,682,,,,reign,,,,Ramayya Pantulu 1948: 10 (SII XCOMMA 24),ARIE 1921: 21 (appendix B/1920COMMA No. 364)$Nārāyaṇarāvu 1937: 1324 (HTL)$Sastri 1969: 293-294COMMA No. 19$Radha Krishna 1971: 18-19COMMA No. 23,,As for the date see Radha Krishna p. 18COMMA n. 48. The inscription is very much damaged (see SII) but might have been more readable earlier (see HTL). The inscription was published without a picture. Regnal year: Vikramāditya ICOMMA year 27,DHARMA,CC-BY-SA,,,,28
29,,INSTelugu00029,ARIE 1934: 24 (appendix /1933-1934COMMA No. 182),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00029,,,Archaic Inscription at Bōdanampāḍu,,On a stone set up near the Hanumān shrine Bōdanampāḍu,ARTTelugu000027,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,,,,,,,,,,,16,16,A:8§B:8,,,,,,,,,,,,Butterworth and Venugopal Chetty 1905: 291-292 (NI I:291-292)$ARIE 1934: 41,Sastri 1969: 295COMMA No. 21$Radha Krishna 1971: 25COMMA No. 36,,The inscription has to be read from the bottom to the top.,DHARMA,CC-BY-SA,,,,29
30,,INSTelugu00030,Butterworth and Venugopal Chetty 1905: 1152-1155 (NI III: 1152-1155),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00030,,,,,,ARTTelugu000028,,,donative-religious_land_grant,,,,Telugu,,,,,,,,,,,,,51,,A:11§B:10§C:18§D:12,,,,674,,low,,reign,,,,Butterworth and Venugopal Chetty 1905: 1152-1155 (NI III: 1152-1155),,,Regnal year: Viṣṇuvardhana (II ?)COMMA year 1,DHARMA,CC-BY-SA,,,,30
31,,INSTelugu00031,ARIE 1921-1922: 79 (appendix C/1922COMMA No. 266),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00031,Shrine of Śrī Dāmōdhara,,,,On the top of a niche containing a liṅga to the proper right of the first cave-temple at Bhairavakōna in Bhairavakoṇḍa,ARTTelugu000030,,,utilitarian,,,,Telugu,,,,,,,,,,,,,1,1,,,,,,,,,,,,,Ramayya Pantulu 1948: 18 (SII XCOMMA 41),ARIE 1921-1922: 79 (appendix C/1922COMMA No. 266)$Sastri 1969: 328COMMA No. 56$Radha Krishna 1971: 22COMMA No. 26,,"According to ARIE the script is ""archaic"". The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,31
32,,INSTelugu00032,ARIE 1921-1922: 79 (appendix C/1922COMMA No. 270),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00032,Shrine of Mārīśvara,,,,At the top of the entrance into the third cave-temple at Bhairavakōna in Bhairavakoṇḍa,ARTTelugu000029,,,utilitarian,,,,Telugu,,,,,,,,,,,,,1,1,,,,,,,,,,,,,Ramayya Pantulu 1948: 18 (SII XCOMMA 45),ARIE 1921-1922: 79 (appendix C/1922COMMA No. 270)$Sastri 1969: 328COMMA No. 57$Radha Krishna 1971: 23COMMA No. 28,,"According to ARIE the script is ""archaic"". The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,32
33,,INSTelugu00033,ARIE 1921-1922: 79 (appendix C/1922COMMA No. 271),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00033,Names of donors?,,,,On the beam of the verandah of the fifth cave-temple at Bhairavakōna in Bhairavakoṇḍa,ARTTelugu000031,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,Ramayya Pantulu 1948: 18 (SII XCOMMA 46),ARIE 1921-1922: 79 (appendix C/1922COMMA No. 271)$Sastri 1969: 328COMMA No. 58$Radha Krishna 1971: 23COMMA No. 29,,"According to ARIE the script is ""archaic"". The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,33
34,,INSTelugu00034,ARIE 1921-1922: 79 (appendix C/1922COMMA No. 273),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00034,Name of a donor?,,,,On the capital of the proper right pillar in the verandah of the fifth cave-temple at Bhairavakōna in Bhairavakoṇḍa,ARTTelugu000009,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,Ramayya Pantulu 1948: 19 (SII XCOMMA 48),ARIE 1921-1922: 79 (appendix C/1922COMMA No. 273)$Sastri 1969: 328COMMA No. 59$Radha Krishna 1971: 23COMMA No. 31,,"According to ARIE the script is ""archaic"". The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,34
35,,INSTelugu00035,ARIE 1921-1922: 79 (appendix C/1922COMMA No. 268),2022-01,jeth,2022-01-31,,,,DHARMA,Telugu,CC0,INSTelugu00035,Name of a donor?,,,,In front of the three niches below the second cave temple at Bhairavakōna in Bhairavakoṇḍa,ARTTelugu000032,,,utilitarian,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,Ramayya Pantulu 1948: 18 (SII XCOMMA 43),ARIE 1921-1922: 79 (appendix C/1922COMMA No. 268)$Radha Krishna 1971: 22-23COMMA No. 27,,"According to ARIE the script is ""archaic"". The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,35
36,,INSTelugu00036,ARIE 1921-1922: 79 (appendix C/1922COMMA No. 275),2022-01,jeth,2022-02-01,,,,DHARMA,Telugu,CC0,INSTelugu00036,Name of a donor?,,,,On the proper left pillar of the verandah of the seventh cave-temple at Bhairavakōna in Bhairabakoṇḍa,ARTTelugu000010,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,Ramayya Pantulu 1948: 19 (SII XCOMMA 50),ARIE 1921-1922: 79 (appendix C/1922COMMA No. 275)$Radha Krishna 1971: 24COMMA No. 32,,"According to ARIE the script is ""archaic"". The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,36
37,,INSTelugu00037,ARIE 1921-1922: 79 (appendix C/1922COMMA No. 278),2022-01,jeth,2022-02-01,,,,DHARMA,Telugu,CC0,INSTelugu00037,Name of Śrī Śailamuni,,,,On the beam of the verandah of the seventh cave-temple at Bhairavakōna in Bhairabakoṇḍa,ARTTelugu000033,,,utilitarian-name_person,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Ramayya Pantulu 1948: 19 (SII XCOMMA 53),ARIE 1921-1922: 79 (appendix C/1922COMMA No. 278)$Radha Krishna 1971: 24COMMA No. 33,,"According to ARIE the script is ""archaic"". The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,37
38,,INSTelugu00038,ARIE 1958-1959: 31 (appendix B/1958-1959COMMA No. 26),2022-01,jeth,2022-02-01,,,,DHARMA,Telugu,CC0,INSTelugu00038,Pannasa of Chāḷkiḷēṁṟurāju under Vinayāditya-Satyāśraya,,Vīrāreḍḍipalle Inscription of VinayādityaCOMMA Year 10,,On a stone in a field to the west of Vīrāreḍḍipalle (hamlet of Kamalapāḍu),ARTTelugu000034,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,Sanskrit,,,,,,,,,,15,16,,,,,680,,,,reign,,,,Ramesh & Ramachandra Murthy 1969-1970: 331-340 (EI XXXVIIICOMMA 56 A) (specifically p. 333),ARIE 1958-1959: 31 (appendix B/1958-1959COMMA No. 26),,The editors state that the text stops although the last word of the imprecation was not yet spelled out. According to the print of the estampage that could be possible. If soCOMMA the number of lines known would be 15 because the scribe forgot the last line. Regnal year: VinayādityaCOMMA year 10,DHARMA,CC-BY-SA,,,,38
39,,INSTelugu00039,ARIE 1959-1960: 46 (appendix B/1959-1960COMMA No. 5),2022-01,jeth,2022-02-01,,,,DHARMA,Telugu,CC0,INSTelugu00039,Donation of fifty maṟuntuṟlu to Uccapāṟa Kumāraśarmmāru under the rule of Vinayāditya,,Igaḍūru Inscription of VinayādityaCOMMA Year 14,,Stone in the vaṅka on the way to Banḍārlapalle near Igaḍūru,ARTTelugu000035,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,,,,,,,,,,,5,5,,,,,694,,,,reign,,,,Ramesh & Ramachandra Murthy 1969-1970: 331-340 (EI XXXVIIICOMMA 56 B) (specifically p. 334),ARIE 1959-1960: 46 (appendix B/1959-1960COMMA No. 5),,Regnal year: VinayādityaCOMMA year 14,DHARMA,CC-BY-SA,,,,39
40,,INSTelugu00040,ARIE 1959-1960: 46 (appendix B/1959-1960COMMA No. 10),2022-01,jeth,2022-02-01,,,,DHARMA,Telugu,CC0,INSTelugu00040,,,,,Stone in a field belonging to Nārāyaṇa ReḍḍiCOMMA to the west of the path leading to Kottapalle,ARTTelugu000036,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,,,,,,,,,,,11,12,,,,,698,,,,reign,,,,Ramesh & Ramachandra Murthy 1969-1970: 331-340 (EI XXXVIIICOMMA 56 C) (specifically p. 334-335),ARIE 1959-1960: 46 (appendix B/1959-1960COMMA No. 10),,Regnal year: VijayādityaCOMMA year 2,DHARMA,CC-BY-SA,,,,40
41,,INSTelugu00041,ARIE 1958-1959: 30 (appendix B/1958-1959COMMA No. 15),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00041,,,Chandana Inscription of VijayādityaCOMMA Year 2,,On a stone lying in Survey No. 563-D to the east of Candana,ARTTelugu000037,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,,,,,,,,,,,19,19,,,,,698,,,,reign,,,,Ramesh & Ramachandra Murthy 1969-1970: 331-340 (EI XXXVIIICOMMA 56 D) (specifically p. 335-337),ARIE 1958-1959: 30 (appendix B/1958-1959COMMA No. 15),,The date is correct if Kattirāja who is mentioned in this inscription is identical with Vijayāditya who is also mentioned. Regnal year: VijayādityaCOMMA year 2,DHARMA,CC-BY-SA,,,,41
42,,INSTelugu00042,ARIE 1959-1960: 46 (appendix B/1959-1960COMMA No. 7),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00042,,,Kottapalle Inscription of VijayādityaCOMMA Year 3,,On a stone in a field belonging to Raṅgayya to the west of Kottapalle,ARTTelugu000038,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,,,,,,,,,,,32,32,A:12§B:12§C:8,,,,699,,,,reign,,,,Ramesh & Ramachandra Murthy 1969-1970: 331-340 (EI XXXVIIICOMMA 56 E) (specifically p. 337-338),ARIE 1959-1960: 46 (appendix B/1959-1960COMMA No. 7),,Regnal year: VijayādityaCOMMA year 3,DHARMA,CC-BY-SA,,,,42
43,,INSTelugu00043,ARIE 1958-1959: 30 (appendix B/1958-1959COMMA No. 23),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00043,,,Peddapēṭa Inscription of Kīrtivarman II,,"On a stone lying in a field to the east of Peddapēṭa
 (hamlet of Yāḍiki)",ARTTelugu000039,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,,,,,,,,,,,26,26,A:9§B:11§C:6,,,,,746-753,,,reign,,,,Ramesh & Ramachandra Murthy 1969-1970: 331-340 (EI XXXVIIICOMMA 56 F) (specifically p. 338-340)$ARIE 1958-1959 has a picture of the estampage as well: plate II after p. 139,ARIE 1958-1959: 30 (appendix B/1958-1959COMMA No. 23),,Regnal year: Kīrtivarman (II),DHARMA,CC-BY-SA,,,,43
44,,INSTelugu00044,ARIE 1947-1948: 6 (appendix B/1947-1948COMMA No. 14),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00044,,Kotturu Inscription of Chalukya Vijayaditya; Year 4,,,On a broken stone lying in a field near the Āñjanēya temple at KottūruCOMMA hamlet of Brāhmaṇapalle,ARTTelugu000040,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,Sanskrit,,,,,,,,,,8,8,,,,,700,,,,reign,,,,Desai 1953-1954: 69-71 (Ei XXXCOMMA 14),ARIE 1947-1948: 6 (appendix B/1947-1948COMMA No. 14)$Radha Krishna 1971: 19-20COMMA No. 24,,,DHARMA,CC-BY-SA,,,,44
45,,INSTelugu00045,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 46),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00045,The name of Puṇyalābhuṇḍu,,,,On the first black stone pillar on a mound at a place known as Stambhālabōḍu at Samādhānapuram,ARTTelugu000041,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 46),Radha Krishna 1971: 26COMMA No. 37,,ARIE ibidem No. 45 states: “In characters of about the 7-8th century A. D :[sic!]” and the colon seems to refer this date to the following inscriptions as well. Also Radha Krishna 1971: 26COMMA No. 37 follows that assumption.,DHARMA,CC-BY-SA,,,,45
46,,INSTelugu00046,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 53),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00046,The name of Śrī Rāmunṟu,,,,On the third black stone pillar on a mound at a place known as Stambhālabōḍu at Samādhānapuram,ARTTelugu000042,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 53),Radha Krishna 1971: 26COMMA No. 38,,ARIE ibidem No. 45 states: “In characters of about the 7-8th century A. D :[sic!]” and the colon seems to refer this date to the following inscriptions as well. Also Radha Krishna 1971: 26COMMA No. 37 follows that assumption.,DHARMA,CC-BY-SA,,,,46
47,,INSTelugu00047,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 54),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00047,The name of Dāyārccitunṟu,,,,On a marble pillar (first) on a mound at a place known as Stambhālabōḍu on the bank of the river Kṛishṇā,ARTTelugu000043,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 54),Radha Krishna 1971: 26COMMA No. 39,,ARIE ibidem No. 45 states: “In characters of about the 7-8th century A. D :[sic!]” and the colon seems to refer this date to the following inscriptions as well. Also Radha Krishna 1971: 26COMMA No. 37 follows that assumption.,DHARMA,CC-BY-SA,,,,47
48,,INSTelugu00048,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 55),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00048,,,,,On a marble pillar (first) on a mound at a place known as Stambhālabōḍu on the bank of the river Kṛishṇā,ARTTelugu000043,,,utilitarian,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 55),Radha Krishna 1971: 26COMMA No. 40,,ARIE ibidem No. 45 states: “In characters of about the 7-8th century A. D :[sic!]” and the colon seems to refer this date to the following inscriptions as well. Also Radha Krishna 1971: 26COMMA No. 37 follows that assumption.,DHARMA,CC-BY-SA,,,,48
49,,INSTelugu00049,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 56),2022-01,jeth,2022-02-02,,,,DHARMA,Telugu,CC0,INSTelugu00049,The name of Bhagapriyunṟu,,,,On a marble pillar (first) on a mound at a place known as Stambhālabōḍu on the bank of the river Kṛishṇā,ARTTelugu000043,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,ARIE 1943-1944: 77 (appendix E/1938-1939COMMA No. 56),Radha Krishna 1971: 27COMMA No. 41,,ARIE ibidem No. 45 states: “In characters of about the 7-8th century A. D :[sic!]” and the colon seems to refer this date to the following inscriptions as well. Also Radha Krishna 1971: 26COMMA No. 37 follows that assumption.,DHARMA,CC-BY-SA,,,,49
50,,INSTelugu00050,ARIE 1943-1944: 78 (appendix E/1938-1939COMMA No. 58),2022-01,jeth,2022-02-03,,,,DHARMA,Telugu,CC0,INSTelugu00050,The name Paradaraśukṛdan,,,,On a marble pillar (first) on a mound at a place known as Stambhālabōḍu on the bank of the river Kṛishṇā,ARTTelugu000043,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,ARIE 1943-1944: 78 (appendix E/1938-1939COMMA No. 58),Radha Krishna 1971: 27COMMA No. 42,,ARIE ibidem No. 45 states: “In characters of about the 7-8th century A. D :[sic!]” and the colon seems to refer this date to the following inscriptions as well. Also Radha Krishna 1971: 26COMMA No. 37 follows that assumption.,DHARMA,CC-BY-SA,,,,50
51,,INSTelugu00051,ARIE 1943-1944: 78 (appendix E/1938-1939COMMA No. 62),2022-01,jeth,2022-02-03,,,,DHARMA,Telugu,CC0,INSTelugu00051,The name Māyalūrunṟu,,,,On a marble pillar (second) on a mound at a place known as Stambhālabōḍu on the bank of the river Kṛishṇā,ARTTelugu000044,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,1,,,,,,,,,,,,,,ARIE 1943-1944: 78 (appendix E/1938-1939COMMA No. 62),Radha Krishna 1971: 27COMMA No. 43,,"ARIE states that the inscription is ""[i]n characters of about the 7-8th century A. D.”",DHARMA,CC-BY-SA,,,,51
52,,INSTelugu00052,ARIE 1905: 14 (appendix A/1904COMMA No. 400),2022-01,jeth,2022-02-04,,,,DHARMA,Telugu,CC0,INSTelugu00052,,,Chilamakuru Inscription of Vikramaditya Chola-Maharaja II,,On a pillar lying in front of the Agastyēśvara temple in Cilamakūru,ARTTelugu000045,,,donative,,,,Telugu,,,,,,,,,,,,,22,,,,,,,675-700,low,,reign,,,,Ramayya Pantulu 1948: 330-331 (SII XCOMMA 600)$Nilakanta Sastri & Venkataramayya 1947-1948: 236-238 (EI XXVIICOMMA 42 H),ARIE 1905: 14 (appendix A/1904COMMA No. 400)$NārāyaṇarāvuCOMMA 1937: 1326 (HTL II)$Sastri 1969: 296COMMA No. 22$Radha Krishna 1971: 27-28COMMA No. 44,,Date according to Rama Rao 1932: 223. Vikramāditya was ruler of the Rēnāṭi Cōḻas. Regnal year: Vikramāditya-Cōḻamahārāja,DHARMA,CC-BY-SA,,,,52
53,,INSTelugu00053,ARIE 1907: 37 (appendix B/1906COMMA No. 495),2022-01,jeth,2022-02-04,,,,DHARMA,Telugu,CC0,INSTelugu00053,,,Nallacheruvupalle Inscription (of Vikramaditya-Cholamaharaja II),,On a pillar lying near the well called Kaṭṭubhāvi on the way to the Mōpūr temple from Nallacheruvupalle,ARTTelugu000046,,,donative-religious_land_grant,,,,Telugu,,,,,,,,,,,,,27,,A:18§B:9,,,,,700-730,low,,palaeography,,,,Ramayya Pantulu 1948 (SII XCOMMA 601)$Nilakanta Sastri & Venkataramayya 1947-1948: 238-240 (EI XXVIICOMMA 42 I),ARIE 1907: 37 (appendix B/1906COMMA No. 495)$Sastri 1969: 296-297COMMA No. 23$Radha Krishna 1971: 29-30COMMA No. 46,,The date according to EI. Regnal year: Erigallu-Mutturāju,DHARMA,CC-BY-SA,,,,53
54,,INSTelugu00054,ARIE 1921: 21 (appendix B/1920COMMA No. 359),2022-01,jeth,2022-02-04,,,,DHARMA,Telugu,CC0,INSTelugu00054,Land donation under the rule of Vijayādityasatyāśraya and Bali-Indrabāṇarāju,,,,On a stone lying in a field to the north-east of Kondupalli,ARTTelugu000047,,,donative,,,,Telugu,,,Sanskrit,,,,,,,,,,12,13,,,,,719,,,,reign,,,,Nārāyaṇarāvu 1937: 1324-1325 (HTL II)$Ramayya Pantulu 1948: 9 (SII XCOMMA 23),ARIE 1921: 21 (appendix B/1920COMMA No. 359)$Sastri 1969: 325COMMA No. 51$Radha Krishna 1971: 31-33COMMA No. 48,,Regnal year: VijayādityaCOMMA year 23,DHARMA,CC-BY-SA,,,,54
55,,INSTelugu00055,ARIE 1938: 38 (appendix B/1937-1938COMMA No. 297),2022-01,jeth,2022-02-07,,,,DHARMA,Telugu,CC0,INSTelugu00055,A pannavīśa of Immaḍi Īto during the reign of Uttamāditya-cōḻa-mahārāju,,,,On the fourth slab set up in front of the temple of Cennakēśavasvāmin at Veludurti,ARTTelugu000048,,,donative-religious_land_grant,,,,Telugu,,,,,,,,,,,,,33,,A:13§B:9§C:11,,,,700,,low,,reign,,,,Nilakanta Sastri & Venkataramayya 1947-1948: 240-242 (EI XXVIICOMMA 42 J),ARIE 1938: 38 (appendix B/1937-1938COMMA No. 297)$Sastri 1969: 297-299COMMA No. 24$Radha Krishna 1971: 34-35COMMA No. 50,,Uttamāditya must have followed his father Vikramāditya of the Rēnāṭi Cōḻas. According to Rama Rao 1932 the latter lived until approx. 700 A.D. SoCOMMA Uttamāditya's reign must have started thereafter. Regnal year: Uttamāditya-Cōḻa-Mahārāja,DHARMA,CC-BY-SA,,,,55
56,,INSTelugu00056,ARIE 1905: 14 (appendix A/1904COMMA No. 396),2022-01,jeth,2022-02-08,,,,DHARMA,Telugu,CC0,INSTelugu00056,,,,,On a broken pillar lying in a field in the east of Cilamakūru,ARTTelugu000049,,,donative,,,,Telugu,,,,,,,,,,,,,4,,,,,,,675-700,low,,reign,,,,Ramayya Pantulu 1948: 332 (SII XCOMMA 603),ARIE 1905: 14 (appendix A/1904COMMA No. 396)$Sastri 1969: 333COMMA No. 68$Radha Krishna 1971: 29COMMA No. 45,,The inscription mentions Cōḻa-MahādēviCOMMA the wife of Vikramāditya whose reign is given as the date. It was published without a picture.,DHARMA,CC-BY-SA,,,,56
57,,INSTelugu00057,ARIE 1905: 15 (appendix A/1904COMMA No. 403 ),2022-01,jeth,2022-02-08,,,,DHARMA,Telugu,CC0,INSTelugu00057,Donation by the eldest son of Vikramāditya,,,,On a slab lying in the verandah in front of the Agastyēśvara temple at Chilamkūru,ARTTelugu000050,,,donative,,,,Telugu,,,,,,,,,,,,,24,,,,,,,746-757,low,,reign,,,,Ramayya Pantulu 1948: 336 (SII XCOMMA 617)$Lakshminarayan 1948: lvii-lviii (SII X appendix II),ARIE 1905: 15 (appendix A/1904COMMA No. 403 )$Sastri 1969: 335-336COMMA No. 74$Radha Krishna 1971: 36-37COMMA No. 52,,A Perbāṇādhirāju is mentioned in an inscription from the rule of Kīrtivarman II (Sampath 1977-1978: 97-100 (EI XLIICOMMA 12 A). The date given here is that of Kīrtivarman's rule under the premise that both Perbāṇādhirājas are identical. The inscription was published without a picture. Regnal year: Vikramāditya-Berbhbhāṇādhirāja,DHARMA,CC-BY-SA,,,,57
58,,INSTelugu00058,ARIE 1938: 36 (appendix B/1937-1938COMMA No. 284),2022-01,jeth,2022-02-17,,,,DHARMA,Telugu,CC0,INSTelugu00058,,,Tippaluru Inscription of Vikramaditya II; Year I,,Stone in survey No. 217 by the roadsideCOMMA about a mile to the west of Tippalūru,ARTTelugu000051,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,,,,,,,,,,,31,,A:12§B:15§C:4,,,,734,,,,reign,,,,Narasimhaswami 1953-1954: 12-17 (EI XXXCOMMA 4),ARIE 1938: 36 (appendix B/1937-1938COMMA No. 284)$Sastri 1969: 301-302COMMA No. 26$Radha Krishna 1971: 41-42COMMA No. 58,,Regnal year: Vikramāditya-SatyāśrayaCOMMA year 1,DHARMA,CC-BY-SA,,,,58
59,,INSTelugu00059,ARIE 1898: 14 (appendix A/1897COMMA No. 273),2022-01,jeth,2022-02-17,,,,DHARMA,Telugu,CC0,INSTelugu00059,,,,,On a bolder in a field south of Dharaṇikōṭa,ARTTelugu000052,,,donative,,,,Telugu,,,,,,,,,,,,,9,,,,,,,749-802,,,reign,,,,Subrahmanya Aiyer 1928: 134 (SII VICOMMA 250),ARIE 1898: 14 (appendix A/1897COMMA No. 273)$Radha Krishna 1971: 37-38COMMA No. 54,,The inscription may either refer to Viṣṇuvardhana III or Viṣṇuvardhana IV because both reigned for over 30 years. HenceCOMMA the inscription was issued in 749 or 802. The inscription was published without a picture. Regnal year: ViṣṇuvardhanaCOMMA year 30,DHARMA,CC-BY-SA,,,,59
