0,Fields group,Management of the resource,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,,0
0,,,,,,,,,,,,,Text identity,,,,,,Related entities,,,Text typology,,,,Language(s) and script(s),,,,,,,,,,,,Physical form,,,,,,,Date of the text,,,,,Filiation,,,,,,,Rights,,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact(s),ID of the conglomerate artefact,ID of the monument,Text type 1,Text type 2,Text type 3,Text type 4,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Lines (observed),Lines (estimated),Lines per zone(s),Dimensions of text zone(s),Height of glyph,Width of glyph,Date CE,Date range CE,Date certainty,Date precision,Date evidence,Other instances,Type of filiation,Reissue date,Bibliographic references (primary),Bibliographic references (secondary),Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text edition,Identifier of the surrogate,Identifier of the digital image,Link to external repository of images,0
,,INSPallava00108,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00109,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00110,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00111,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00112,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00113,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00114,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00115,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00116,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00117,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00118,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00119,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00120,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00121,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00122,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00123,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00124,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00125,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00126,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00127,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00128,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00129,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00130,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00131,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00132,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00133,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00134,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00135,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00136,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00137,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00138,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00139,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00140,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00141,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00142,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00143,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00144,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00145,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00146,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00147,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00148,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00149,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00150,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00151,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00152,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00153,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00154,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00155,,,emfr,2023-01-17,,,,DHARMA,Pallava,CC0,INSPallava00155,"Vākūr (Pākūr) platesCOMMA time of NṛpatuṅgavarmanCOMMA year 10",,,,,,CONARTPallava000001,,donative - religious_land_grant,,,,Sanskrit,brahmi_and_derivatives - southern_class_brahmi - grantha,regional Brahmi-derived script,Tamil,brahmi_and_derivatives - southern_class_brahmi - tamil_script,vernacular Brahmi-derived script,,,,,,,engraved,74,,,,,,,850-902,,,internal date,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00156,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00157,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00158,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00159,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00160,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00161,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00162,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00163,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00164,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00165,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00166,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00167,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00168,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00169,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00170,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00171,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00172,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00173,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00174,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00175,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00176,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00177,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00178,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00179,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00180,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00181,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00182,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00183,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00184,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00185,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00186,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00187,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00188,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00189,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00190,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00191,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00192,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00193,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00194,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00195,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00196,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00197,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00198,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00199,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00200,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00201,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00202,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00203,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00204,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00205,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00206,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00207,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00208,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00209,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00210,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00211,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00212,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00213,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00214,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00215,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00216,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00217,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00218,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00219,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00220,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00221,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00222,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00223,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00224,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00225,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00226,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00227,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00228,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00229,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00230,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00231,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
